"Prevalence_ID","Topography","Topo_code","Morphology","Morpho_code","Sample_analyzed","Sample_mutated","Population","Country","Comment","Ref_ID","Cross_Ref_ID","Title","Authors","S_Ref_Year","Journal","Volume","Start_page","End_page","PubMed","Ref_comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11","Exclude_analysis","WGS_WXS"
"2336","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","4","0","Western Asia","Saudi Arabia","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2337","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","3","0","Western Asia","Israel","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2338","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","3","0","Southern Europe","Italy","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2339","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","1","0","South Central Asia","India","only codon 249 (c.747G>T) analyzed","2499","","p53 mutation in hepatocellular carcinoma after aflatoxin exposure","Ozturk M;","1991","Lancet","338","1356","1359","1682737","only codon 249 (c.747G>T) analyzed","fixed/frozen","DNA/RNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2340","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","3","1","Western Africa","Western Africa, NOS","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2341","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","3","1","South Central Asia","Bangladesh","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2342","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","1","0","South Central Asia","India","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2343","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","1","0","Caribbean","Caribbean, NOS","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2344","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","7","1","Northern Africa","Egypt","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2345","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","4","0","Western Asia","Turkey","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2346","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","5","0","Southern Europe","Greece","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2347","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","1","0","Southern Europe","Yugoslavia","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2348","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","2","0","Western Europe","Germany","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2349","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","7","0","Southern Europe","Italy","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2350","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","2","0","Southern Europe","Spain","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2351","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","2","0","Northern Europe","Ireland","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2352","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","17","1","Northern Europe","UK","only codon 249 (c.747G>T) analyzed","2500","","p53 codon 249ser mutations in hepatocellular carcinoma patients with low aflatoxin exposure","Patel P;Stephenson J;Scheuer PJ;Francis GE;","1992","Lancet","339","881","","1347900","only codon 249 (c.747G>T) analyzed","","DNA","RFLP","","false","false","false","false","false","false","false","false","false","false","false","No"
"2353","OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS","C08","Carcinoma in pleomorphic adenoma (C07._, C08._)","8941/3","2","1","Western Europe","Germany","","2465","","Intraductal carcinoma is the precursor of carcinoma ex pleomorphic adenoma and is often associated with dysfunctional p53","Ihrler S;Weiler C;Hirschmann A;Sendelhofert A;Lang S;Guntinas-Lichius O;Arnold G;Zietz C;Harrison JD;","2007","Histopathology","51","362","371","17593217","","fixed","DNA","IHC","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"2354","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Malignant rhabdoid tumor","8963/3","3","2","Eastern Asia","Japan","","1680","","Mutations of the p53 gene in malignant rhabdoid tumors of soft tissue and the kidney: immunohistochemical and DNA direct sequencing analysis","Kinoshita Y;Shiratsuchi H;Tamiya S;Oshiro Y;Hachitanda Y;Oda Y;Suita S;Tsuneyoshi M;","2001","J Cancer Res Clin Oncol","127","351","358","11414195","","fixed","DNA","none","direct","false","false","true","true","true","true","true","true","true","true","false","No"
"2355","KIDNEY","C64","Malignant rhabdoid tumor","8963/3","3","3","Eastern Asia","Japan","","1680","","Mutations of the p53 gene in malignant rhabdoid tumors of soft tissue and the kidney: immunohistochemical and DNA direct sequencing analysis","Kinoshita Y;Shiratsuchi H;Tamiya S;Oshiro Y;Hachitanda Y;Oda Y;Suita S;Tsuneyoshi M;","2001","J Cancer Res Clin Oncol","127","351","358","11414195","","fixed","DNA","none","direct","false","false","true","true","true","true","true","true","true","true","false","No"
"2356","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Liposarcoma, NOS","8850/3","8","3","Southern Europe","Italy","","1152","","Limited role of TP53 and TP53-related genes in myxoid liposarcoma","Pilotti S;Lavarino C;Mezzelani A;Della TC;Minoletti F;Sozzi G;Azzarelli A;Rilke F;Pierotti MA;","1998","Tumori","84","571","577","0009862519","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2357","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Atypical fibrous histiocytoma","8830/1","8","6","Western Europe","Western Europe, NOS","","376","","Ultraviolet-induced p53 mutations in atypical fibroxanthoma","Dei Tos AP;Maestro R;Doglioni C;Gasparotto D;Boiocchi M;Laurino L;Fletcher CD;","1994","Am J Pathol","145","11","17","0008030743","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2358","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Atypical fibrous histiocytoma","8830/1","6","4","Eastern Asia","Japan","","1601","","Immunoexpression of ultraviolet photoproducts and p53 mutation analysis in atypical fibroxanthoma and superficial malignant fibrous histiocytoma","Sakamoto A;Oda Y;Itakura E;Oshiro Y;Nikaido O;Iwamoto Y;Tsuneyoshi M;","2001","Mod Pathol","14","581","588","11406660","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2359","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Malignant fibrous histiocytoma","8830/3","4","1","Eastern Asia","Japan","","1601","","Immunoexpression of ultraviolet photoproducts and p53 mutation analysis in atypical fibroxanthoma and superficial malignant fibrous histiocytoma","Sakamoto A;Oda Y;Itakura E;Oshiro Y;Nikaido O;Iwamoto Y;Tsuneyoshi M;","2001","Mod Pathol","14","581","588","11406660","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2360","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Malignant fibrous histiocytoma","8830/3","5","5","Eastern Asia","Japan","","1171","","Frequent p53 gene mutations in soft tissue sarcomas arising in burn scar","Nakanishi H;Tomita Y;Yoshikawa H;Sato N;Ochi T;Aozasa K;","1999","Jpn J Cancer Res","90","276","279","0010359041","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2361","THYROID AND OTHER ENDOCRINE GLANDS, NOS","C73-C75","Papillary carcinoma, NOS","8050/3","24","5","Eastern Europe","Belarus","","1321","","Molecular alterations involving p53 codons 167 and 183 in papillary thyroid carcinomas from chernobyl-contaminated regions of belarus","Pisarchik AV;Ermak G;Kartel NA;Figge J;","2000","Thyroid","10","25","30","0010691310","","frozen","DNA","","direct","false","false","false","true","true","true","true","true","false","false","true","No"
"2362","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","Splenic marginal zone-B-cell lymphoma (C42.2)","9689/3","20","2","Southern Europe","Spain","","1123","","Analysis of the frequency of microsatellite instability and p53 gene mutation in splenic marginal zone and MALT lymphomas","Sol MM;Mollejo M;Villuendas R;Algara P;Sanchez-Beato M;Martinez-Delgado B;Martinez P;Piris MA;","1998","Mol Pathol","51","262","267","0010193520","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2363","LYMPH NODES","C77","Marginal zone B-cell lymphoma, NOS","9699/3","22","1","Southern Europe","Spain","","1123","","Analysis of the frequency of microsatellite instability and p53 gene mutation in splenic marginal zone and MALT lymphomas","Sol MM;Mollejo M;Villuendas R;Algara P;Sanchez-Beato M;Martinez-Delgado B;Martinez P;Piris MA;","1998","Mol Pathol","51","262","267","0010193520","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"2364","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","Splenic marginal zone-B-cell lymphoma (C42.2)","9689/3","15","6","Southern Europe","Italy","","374","","Frequent p53 gene involvement in splenic B-cell leukemia/lymphomas of possible marginal zone origin","Baldini L;Fracchiolla NS;Cro LM;Trecca D;Romitti L;Polli E;Maiolo AT;Neri A;","1994","Blood","84","270","278","0008018922","","","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2365","LYMPH NODES","C77","Burkitt lymphoma, NOS","9687/3","14","6","Eastern Asia","Japan","childhood cases","607","","Lack of CD54 expression and mutation of p53 gene relate to the prognosis of childhood Burkitt's lymphoma","Kaneko H;Sugita K;Kiyokawa N;Iizuka K;Takada K;Saito M;Yoshimoto K;Itakura M;Kokai Y;Fujimoto J;","1996","Leuk Lymphoma","21","449","455","0009172810","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"2366","LYMPH NODES","C77","Malignant lymphoma, NOS","9590/3","21","4","Northern America","USA","","135","","p53 mutations are associated with histologic transformation of follicular lymphoma","Lo CF;Gaidano G;Louie DC;Offit K;Chaganti RS;Dalla-Favera R;","1993","Blood","82","2289","2295","0008400281","","","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
